Month,Value,cpi_lag1,cpi_lag3,cpi_lag6,cpi_lag12,cpi_sma3,cpi_sma6,cpi_sma12,cpi_ema3,cpi_ema6,cpi_ema12
1995-05-01,71.296,71.022,70.681,70.899,69.791,70.99966666666667,70.89933333333333,70.66641666666668,71.09149220216472,70.9202516628561,70.54408317439437
1995-06-01,71.401,71.296,71.022,70.681,70.124,71.23966666666668,71.02083333333333,70.77283333333334,71.24624610108236,71.0576083306115,70.67591653217985
1995-07-01,71.288,71.401,71.296,71.022,70.259,71.32833333333333,71.09783333333333,70.85858333333333,71.26712305054119,71.12343452186536,70.7700832195368
1995-08-01,71.308,71.288,71.401,71.296,70.349,71.33233333333334,71.166,70.93849999999999,71.2875615252706,71.17616751561812,70.85283964730037
1995-09-01,71.312,71.308,71.288,71.401,70.376,71.30266666666667,71.27116666666667,71.0165,71.2997807626353,71.21497679687009,70.92347970156186
1995-10-01,71.39,71.312,71.308,71.288,70.616,71.33666666666667,71.3325,71.081,71.34489038131764,71.26498342633577,70.99525205516773
1995-11-01,71.535,71.39,71.312,71.308,70.877,71.41233333333334,71.37233333333333,71.13583333333334,71.43994519065882,71.34213101881126,71.07829020052654
1995-12-01,71.267,71.535,71.39,71.312,70.672,71.39733333333334,71.35000000000001,71.18541666666667,71.35347259532941,71.32066501343661,71.10732247736861
1996-01-01,71.464,71.267,71.535,71.39,70.826,71.42200000000001,71.37933333333334,71.23858333333332,71.4087362976647,71.36161786674043,71.16219594238882
1996-02-01,72.05,71.464,71.267,71.535,70.899,71.59366666666666,71.503,71.3345,71.72936814883235,71.55829847624317,71.29878118202132
1996-03-01,71.735,72.05,71.464,71.267,70.681,71.74966666666667,71.5735,71.42233333333334,71.73218407441618,71.60878462588798,71.36589176940265
1996-04-01,71.813,71.735,72.05,71.464,71.022,71.866,71.644,71.48825000000001,71.77259203720809,71.66713187563427,71.43467765103301
1996-05-01,72.156,71.813,71.735,72.05,71.296,71.90133333333334,71.7475,71.55991666666667,71.96429601860405,71.8068084825959,71.54565032010485
1996-06-01,72.228,72.156,71.813,71.735,71.401,72.06566666666667,71.90766666666666,71.62883333333333,72.09614800930203,71.92714891613993,71.65062719393488
1996-07-01,72.23,72.228,72.156,71.813,71.288,72.20466666666668,72.03533333333333,71.70733333333334,72.16307400465101,72.0136777972428,71.73976147179106
1996-08-01,72.331,72.23,72.228,72.156,71.308,72.263,72.08216666666668,71.79258333333333,72.2470370023255,72.10434128374486,71.83072124536166
1996-09-01,72.364,72.331,72.23,72.228,71.312,72.30833333333335,72.187,71.88025,72.30551850116275,72.17852948838919,71.91276413069063
1996-10-01,72.384,72.364,72.331,72.23,71.39,72.35966666666667,72.28216666666667,71.96308333333333,72.34475925058138,72.23723534884942,71.98526195673823
1996-11-01,72.558,72.384,72.364,72.331,71.535,72.43533333333333,72.34916666666668,72.04833333333333,72.45137962529068,72.32888239203531,72.07337550185542
1996-12-01,72.692,72.558,72.384,72.364,71.267,72.54466666666667,72.4265,72.16708333333334,72.57168981264533,72.43263028002522,72.16854850156997
1997-01-01,72.846,72.692,72.558,72.384,71.464,72.69866666666667,72.52916666666667,72.28225,72.70884490632267,72.55073591430373,72.27277180902074
1997-02-01,73.219,72.846,72.692,72.558,72.05,72.919,72.67716666666666,72.37966666666667,72.96392245316133,72.74166851021694,72.4183453768637
